eyres,BLI,Notes
Coracina_maxima,Coracina_maxima,
Coracina_novaehollandiae,Coracina_novaehollandiae,
Coracina_tenuirostris,Edolisoma_tenuirostre,"genus changed, both HBW and BLI use this"
Corvus_bennetti,Corvus_bennetti,
Corvus_brachyrhynchos,Corvus_brachyrhynchos,
Corvus_corax,Corvus_corax,
Corvus_cornix,NA,genome paper showed it’s a cline. HBW and BLI lump this into C. corone
Corvus_corone,Corvus_corone,
Corvus_cryptoleucus,Corvus_cryptoleucus,
Coloeus_dauuricus,Corvus_dauuricus,
Corvus_frugilegus,Corvus_frugilegus,
Corvus_mellori,Corvus_mellori,
Coloeus_monedula,Corvus_monedula,
Corvus_ossifragus,Corvus_ossifragus,
Corvus_torquatus,Corvus_pectoralis,
Corvus_ruficollis,Corvus_ruficollis,
Phrygilus_alaudinus,Corydospiza_alaudina,
Phrygilus_carbonarius,Corydospiza_carbonaria,
Coryphospingus_cucullatus,Coryphospingus_cucullatus,
Corythornis_cristatus,Corythornis_cristatus,
Coscoroba_coscoroba,Coscoroba_coscoroba,
Cossypha_natalensis,Cossypha_natalensis,
Coturnicops_exquisitus,Coturnicops_exquisitus,
Coturnicops_noveboracensis,Coturnicops_noveboracensis,
Coturnix_coromandelica,Coturnix_coromandelica,
Coturnix_coturnix,Coturnix_coturnix,
Coturnix_delegorguei,Coturnix_delegorguei,
Coturnix_japonica,Coturnix_japonica,
Coturnix_pectoralis,Coturnix_pectoralis,
Creagrus_furcatus,Creagrus_furcatus,
Creatophora_cinerea,Creatophora_cinerea,
Crex_crex,Crex_crex,
Crex_egregia,Crex_egregia,
Crithagra_canicapilla,Crithagra_canicapilla,
Crithagra_gularis,Crithagra_gularis,
Crotophaga_sulcirostris,Crotophaga_sulcirostris,
Cuculus_canorus,Cuculus_canorus,
Cuculus_clamosus,Cuculus_clamosus,
Cuculus_gularis,Cuculus_gularis,
Cuculus_micropterus,Cuculus_micropterus,
Cuculus_poliocephalus,Cuculus_poliocephalus,
Cuculus_rochii,Cuculus_rochii,
Cuculus_optatus,NA,not split yet
Cuculus_saturatus,Cuculus_saturatus,
Cuculus_solitarius,Cuculus_solitarius,
Culicicapa_ceylonensis,Culicicapa_ceylonensis,
Cursorius_coromandelicus,Cursorius_coromandelicus,
Cursorius_cursor,Cursorius_cursor,
Cursorius_temminckii,Cursorius_temminckii,
Luscinia_svecica,Cyanecula_svecica,
Cyanerpes_cyaneus,Cyanerpes_cyaneus,
Cyanistes_caeruleus,Cyanistes_caeruleus,
Cyanocitta_cristata,Cyanocitta_cristata,
Cyanoliseus_patagonus,Cyanoliseus_patagonus,
Cyanoloxia_glaucocaerulea,Cyanoloxia_glaucocaerulea,
Cyanoptila_cyanomelana,Cyanoptila_cyanomelana,
Cygnus_buccinator,Cygnus_buccinator,
Cygnus_columbianus,Cygnus_columbianus,
Cygnus_cygnus,Cygnus_cygnus,
Cygnus_melancoryphus,Cygnus_melancoryphus,
Cygnus_olor,Cygnus_olor,
Cynanthus_latirostris,Cynanthus_latirostris,
Cyornis_banyumas,Cyornis_banyumas,
Cyornis_glaucicomans,Cyornis_glaucicomans,
Cyornis_magnirostris,Cyornis_magnirostris,
Cyornis_rubeculoides,Cyornis_rubeculoides,
Cyornis_unicolor,Cyornis_unicolor,
Cypseloides_niger,Cypseloides_niger,
Daption_capense,Daption_capense,
Delichon_dasypus,Delichon_dasypus,
Delichon_urbicum,Delichon_urbicum,
Dendrocopos_hyperythrus,Dendrocopos_hyperythrus,
Dendrocopos_major,Dendrocopos_major,
Dendrocygna_arcuata,Dendrocygna_arcuata,
Dendrocygna_autumnalis,Dendrocygna_autumnalis,
Dendrocygna_bicolor,Dendrocygna_bicolor,
Dendrocygna_eytoni,Dendrocygna_eytoni,
Dendrocygna_javanica,Dendrocygna_javanica,
Dendronanthus_indicus,Dendronanthus_indicus,
Dicaeum_melanoxanthum,Dicaeum_melanozanthum,
Dicrurus_annectans,Dicrurus_annectens,
Dicrurus_bracteatus,Dicrurus_bracteatus,
Dicrurus_hottentottus,Dicrurus_hottentottus,
Dicrurus_leucophaeus,Dicrurus_leucophaeus,
Dicrurus_macrocercus,Dicrurus_macrocercus,
Dicrurus_paradiseus,Dicrurus_paradiseus,
Diomedea_amsterdamensis,Diomedea_amsterdamensis,
Diomedea_antipodensis,Diomedea_antipodensis,
Diomedea_dabbenena,Diomedea_dabbenena,
Diomedea_epomophora,Diomedea_epomophora,
Diomedea_exulans,Diomedea_exulans,
Diomedea_sanfordi,Diomedea_sanfordi,
Diuca_diuca,Diuca_diuca,
Dolichonyx_oryzivorus,Dolichonyx_oryzivorus,
Dromaius_novaehollandiae,Dromaius_novaehollandiae,
Dromas_ardeola,Dromas_ardeola,
Dendrocopos_minor,Dryobates_minor,
Ducula_spilorrhoa,Ducula_spilorrhoa,
Dumetella_carolinensis,Dumetella_carolinensis,
Egretta_caerulea,Egretta_caerulea,
Egretta_eulophotes,Egretta_eulophotes,
Egretta_garzetta,Egretta_garzetta,
Egretta_gularis,Egretta_gularis,
Egretta_novaehollandiae,Egretta_novaehollandiae,
Egretta_picata,Egretta_picata,
Egretta_rufescens,Egretta_rufescens,
Egretta_thula,Egretta_thula,
Egretta_tricolor,Egretta_tricolor,
Elaenia_albiceps,Elaenia_albiceps,
Elaenia_chiriquensis,Elaenia_chiriquensis,
Elaenia_mesoleuca,Elaenia_mesoleuca,
Elaenia_parvirostris,Elaenia_parvirostris,
Elaenia_spectabilis,Elaenia_spectabilis,
Elaenia_strepera,Elaenia_strepera,
Elanoides_forficatus,Elanoides_forficatus,
Elanus_axillaris,Elanus_axillaris,
Elanus_caeruleus,Elanus_caeruleus,
Elanus_leucurus,Elanus_leucurus,
Elanus_scriptus,Elanus_scriptus,
Emberiza_aureola,Emberiza_aureola,
Emberiza_bruniceps,Emberiza_bruniceps,
Emberiza_buchanani,Emberiza_buchanani,
Emberiza_caesia,Emberiza_caesia,
Emberiza_calandra,Emberiza_calandra,
Emberiza_chrysophrys,Emberiza_chrysophrys,
Emberiza_cia,Emberiza_cia,
Emberiza_cineracea,Emberiza_cineracea,
Emberiza_cioides,Emberiza_cioides,
Emberiza_cirlus,Emberiza_cirlus,
Emberiza_citrinella,Emberiza_citrinella,
Emberiza_elegans,Emberiza_elegans,
Emberiza_fucata,Emberiza_fucata,
Emberiza_godlewskii,Emberiza_godlewskii,
Emberiza_hortulana,Emberiza_hortulana,
Emberiza_impetuani,Emberiza_impetuani,
Emberiza_jankowskii,Emberiza_jankowskii,
Emberiza_lathami,Emberiza_lathami,
Emberiza_leucocephalos,Emberiza_leucocephalos,
Emberiza_melanocephala,Emberiza_melanocephala,
Emberiza_pallasi,Emberiza_pallasi,
Emberiza_pusilla,Emberiza_pusilla,
Emberiza_rustica,Emberiza_rustica,
Emberiza_rutila,Emberiza_rutila,
Emberiza_schoeniclus,Emberiza_schoeniclus,
Emberiza_siemsseni,Emberiza_siemsseni,
Emberiza_spodocephala,Emberiza_spodocephala,
Emberiza_stewarti,Emberiza_stewarti,
Emberiza_sulphurata,Emberiza_sulphurata,
Emberiza_tahapisi,Emberiza_tahapisi,
Emberiza_tristrami,Emberiza_tristrami,
Emberiza_variabilis,Emberiza_variabilis,
Emberiza_yessoensis,Emberiza_yessoensis,
Empidonax_albigularis,Empidonax_albigularis,
Empidonax_alnorum,Empidonax_alnorum,
Empidonax_difficilis,Empidonax_difficilis,
Empidonax_flaviventris,Empidonax_flaviventris,
Empidonax_fulvifrons,Empidonax_fulvifrons,
Empidonax_hammondii,Empidonax_hammondii,
Empidonax_minimus,Empidonax_minimus,
Empidonax_oberholseri,Empidonax_oberholseri,
Empidonax_occidentalis,Empidonax_occidentalis,
Empidonax_traillii,Empidonax_traillii,
Empidonax_virescens,Empidonax_virescens,
Empidonax_wrightii,Empidonax_wrightii,
Empidonomus_varius,Empidonomus_varius,
Eophona_migratoria,Eophona_migratoria,
Eophona_personata,Eophona_personata,
Eos_cyanogenia,Eos_cyanogenia,
Epthianura_albifrons,Epthianura_albifrons,
Epthianura_aurifrons,Epthianura_aurifrons,
Epthianura_crocea,Epthianura_crocea,
Epthianura_tricolor,Epthianura_tricolor,
Eremophila_alpestris,Eremophila_alpestris,
Eremopterix_australis,Eremopterix_australis,
Eremopterix_leucotis,Eremopterix_leucotis,
Eremopterix_verticalis,Eremopterix_verticalis,
Erithacus_akahige,Larvivora_akahige,"genus changed, both HBW and BLI use this"
Erithacus_komadori,Larvivora_komadori,"genus changed, both HBW and BLI use this"
Erithacus_rubecula,Erithacus_rubecula,
Erythrura_prasina,Erythrura_prasina,
Erythrura_viridifacies,Erythrura_viridifacies,
Eudocimus_albus,Eudocimus_albus,
Charadrius_morinellus,Eudromias_morinellus,
Eudynamys_orientalis,Eudynamys_orientalis,
Eudynamys_scolopaceus,Eudynamys_scolopaceus,
Eudyptes_chrysocome,Eudyptes_chrysocome,
Eudyptes_chrysolophus,Eudyptes_chrysolophus,
Eudyptes_moseleyi,Eudyptes_moseleyi,
Eudyptes_pachyrhynchus,Eudyptes_pachyrhynchus,
Eudyptes_robustus,Eudyptes_robustus,
Eudyptes_schlegeli,Eudyptes_schlegeli,
Eudyptes_sclateri,Eudyptes_sclateri,
Eugenes_fulgens,Eugenes_fulgens,
Eumyias_thalassinus,Eumyias_thalassinus,
Eupetomena_macroura,Eupetomena_macroura,
Euphagus_carolinus,Euphagus_carolinus,
Euphagus_cyanocephalus,Euphagus_cyanocephalus,
Euplectes_diadematus,Euplectes_diadematus,
Euplectes_franciscanus,Euplectes_franciscanus,
Pseudochelidon_sirintarae,Eurochelidon_sirintarae,
Eurostopodus_argus,Eurostopodus_argus,
Eurostopodus_mystacalis,Eurostopodus_mystacalis,
Eurystomus_glaucurus,Eurystomus_glaucurus,
Eurystomus_orientalis,Eurystomus_orientalis,
Falco_alopex,Falco_alopex,
Falco_amurensis,Falco_amurensis,
Falco_biarmicus,Falco_biarmicus,
Falco_cenchroides,Falco_cenchroides,
Falco_cherrug,Falco_cherrug,
Falco_columbarius,Falco_columbarius,
Falco_concolor,Falco_concolor,
Falco_eleonorae,Falco_eleonorae,
Falco_femoralis,Falco_femoralis,
Falco_hypoleucos,Falco_hypoleucos,
Falco_longipennis,Falco_longipennis,
Falco_mexicanus,Falco_mexicanus,
Falco_naumanni,Falco_naumanni,
Falco_peregrinus,Falco_peregrinus,
Falco_rusticolus,Falco_rusticolus,
Falco_severus,Falco_severus,
Falco_sparverius,Falco_sparverius,
Falco_subbuteo,Falco_subbuteo,
Falco_subniger,Falco_subniger,
Falco_tinnunculus,Falco_tinnunculus,
Falco_vespertinus,Falco_vespertinus,
Ficedula_albicilla,Ficedula_albicilla,
Ficedula_albicollis,Ficedula_albicollis,
Ficedula_elisae,Ficedula_elisae,
Muscicapella_hodgsoni,Ficedula_hodgsoni,
Ficedula_hodgsonii,Ficedula_hodgsoni,Eyres had a spelling mistake
Ficedula_hyperythra,Ficedula_hyperythra,
Ficedula_hypoleuca,Ficedula_hypoleuca,
Ficedula_mugimaki,Ficedula_mugimaki,
Ficedula_narcissina,Ficedula_narcissina,
Ficedula_parva,Ficedula_parva,
Muscicapa_ruficauda,Ficedula_ruficauda,
Ficedula_sapphira,Ficedula_sapphira,
Ficedula_semitorquata,Ficedula_semitorquata,
Ficedula_speculigera,NA,Atlas population not yet split from A. hypoleuca by HBW or BLI
Ficedula_strophiata,Ficedula_strophiata,
Ficedula_subrubra,Ficedula_subrubra,
Ficedula_superciliaris,Ficedula_superciliaris,
Ficedula_tricolor,Ficedula_tricolor,
Ficedula_westermanni,Ficedula_westermanni,
Ficedula_zanthopygia,Ficedula_zanthopygia,
Florisuga_fusca,Florisuga_fusca,
Fluvicola_albiventer,Fluvicola_albiventer,
Fratercula_arctica,Fratercula_arctica,
Fratercula_cirrhata,Fratercula_cirrhata,
Fratercula_corniculata,Fratercula_corniculata,
Fregata_andrewsi,Fregata_andrewsi,
Fregata_ariel,Fregata_ariel,
Fregata_magnificens,Fregata_magnificens,
Fregata_minor,Fregata_minor,
Fregetta_grallaria,Fregetta_grallaria,
Fregetta_maoriana,Fregetta_maoriana,
Fregetta_tropica,Fregetta_tropica,
Fringilla_coelebs,Fringilla_coelebs,
Fringilla_montifringilla,Fringilla_montifringilla,
Fulica_americana,Fulica_americana,
Fulica_atra,Fulica_atra,
Fulica_cornuta,Fulica_cornuta,
Fulmarus_glacialis,Fulmarus_glacialis,
Fulmarus_glacialoides,Fulmarus_glacialoides,
Galerida_cristata,Galerida_cristata,
Gallicrex_cinerea,Gallicrex_cinerea,
Gallinago_delicata,Gallinago_delicata,
Gallinago_gallinago,Gallinago_gallinago,
Gallinago_hardwickii,Gallinago_hardwickii,
Gallinago_media,Gallinago_media,
Gallinago_megala,Gallinago_megala,
Gallinago_nemoricola,Gallinago_nemoricola,
Gallinago_nigripennis,Gallinago_nigripennis,
Gallinago_paraguaiae,Gallinago_paraguaiae,
Gallinago_solitaria,Gallinago_solitaria,
Gallinago_stenura,Gallinago_stenura,
Gallinago_stricklandii,Gallinago_stricklandii,
Gallinula_angulata,Gallinula_angulata,
Gallinula_chloropus,Gallinula_chloropus,
Gallinula_galeata,Gallinula_galeata,
Gallinula_tenebrosa,Gallinula_tenebrosa,
Garrodia_nereis,Garrodia_nereis,
Gavia_adamsii,Gavia_adamsii,
Gavia_arctica,Gavia_arctica,
Gavia_immer,Gavia_immer,
Gavia_pacifica,Gavia_pacifica,
Gavia_stellata,Gavia_stellata,
Gelochelidon_nilotica,Gelochelidon_nilotica,
Geoffroyus_simplex,Geoffroyus_simplex,
Geokichla_citrina,Geokichla_citrina,
Geokichla_guttata,Geokichla_guttata,
Geokichla_sibirica,Geokichla_sibirica,
Geokichla_wardii,Geokichla_wardii,
Geopelia_cuneata,Geopelia_cuneata,
Geophaps_smithii,Geophaps_smithii,
Geositta_antarctica,Geositta_antarctica,
Geositta_cunicularia,Geositta_cunicularia,
Geositta_rufipennis,Geositta_rufipennis,
Geothlypis_formosa,Geothlypis_formosa,
Geothlypis_philadelphia,Geothlypis_philadelphia,
Geothlypis_tolmiei,Geothlypis_tolmiei,
Geothlypis_trichas,Geothlypis_trichas,
Geothlypis_velata,Geothlypis_aequinoctialis,BLI and HBW consider G. aeq. velata the south american subspecies of G. aeq
Geotrygon_montana,Geotrygon_montana,
Buteo_polyosoma,Geranoaetus_polyosoma,
Geronticus_eremita,Geronticus_eremita,
Gerygone_fusca,Gerygone_fusca,
Gerygone_olivacea,Gerygone_olivacea,
Glareola_lactea,Glareola_lactea,
Glareola_maldivarum,Glareola_maldivarum,
Glareola_nordmanni,Glareola_nordmanni,
Glareola_nuchalis,Glareola_nuchalis,
Glareola_ocularis,Glareola_ocularis,
Glareola_pratincola,Glareola_pratincola,
Glaucidium_nana,Glaucidium_nana,
Glossopsitta_concinna,Glossopsitta_concinna,
Glossopsitta_pusilla,Glossopsitta_pusilla,
Gorsachius_goisagi,Gorsachius_goisagi,
Gorsachius_magnificus,Gorsachius_magnificus,
Gorsachius_melanolophus,Gorsachius_melanolophus,
Grandala_coelicolor,Grandala_coelicolor,
Grantiella_picta,Grantiella_picta,
Griseotyrannus_aurantioatrocristatus,Griseotyrannus_aurantioatrocristatus,
Grus_americana,Grus_americana,
Grus_grus,Grus_grus,
Grus_japonensis,Grus_japonensis,
Grus_monacha,Grus_monacha,
Grus_nigricollis,Grus_nigricollis,
Guaruba_guarouba,Guaruba_guarouba,
Phalacrocorax_aristotelis,Gulosus_aristotelis,
Gygis_alba,Gygis_alba,
Gymnoris_dentata,Gymnoris_dentata,
Gymnoris_xanthocollis,Gymnoris_xanthocollis,
Gyps_fulvus,Gyps_fulvus,
Haematopus_ater,Haematopus_ater,
Haematopus_bachmani,NA,not split yet
Haematopus_leucopodus,Haematopus_leucopodus,
Haematopus_finschi,NA,not split yet
Haematopus_ostralegus,Haematopus_ostralegus,
Haematopus_palliatus,Haematopus_palliatus,
Carpodacus_cassinii,Haemorhous_cassinii,
Carpodacus_mexicanus,Haemorhous_mexicanus,
Carpodacus_purpureus,Haemorhous_purpureus,
Halcyon_coromanda,Halcyon_coromanda,
Halcyon_leucocephala,Halcyon_leucocephala,
Halcyon_pileata,Halcyon_pileata,
Halcyon_senegalensis,Halcyon_senegalensis,
Halcyon_senegaloides,Halcyon_senegaloides,
Haliaeetus_albicilla,Haliaeetus_albicilla,
Haliaeetus_leucocephalus,Haliaeetus_leucocephalus,
Haliaeetus_leucoryphus,Haliaeetus_leucoryphus,
Haliaeetus_pelagicus,Haliaeetus_pelagicus,
Haliastur_sphenurus,Haliastur_sphenurus,
Halobaena_caerulea,Halobaena_caerulea,
Hamirostra_melanosternon,Hamirostra_melanosternon,
Harpagus_diodon,Harpagus_diodon,
Hedydipna_metallica,Hedydipna_metallica,
Hedydipna_platura,Hedydipna_platura,
Heliactin_bilophus,Heliactin_bilophus,
Heliomaster_constantii,Heliomaster_constantii,
Heliopais_personatus,Heliopais_personatus,
Helmitheros_vermivorum,Helmitheros_vermivorum,
Anthus_chloris,Hemimacronyx_chloris,
Urosphena_pallidipes,Hemitesia_pallidipes,
Hesperiphona_vespertina,Hesperiphona_vespertina,
Heteromunia_pectoralis,Heteromunia_pectoralis,
Heteronetta_atricapilla,Heteronetta_atricapilla,
Cacomantis_pallidus,Heteroscenes_pallidus,
Hieraaetus_ayresii,Hieraaetus_ayresii,
Hieraaetus_morphnoides,Hieraaetus_morphnoides,
Hieraaetus_pennatus,Hieraaetus_pennatus,
Hieraaetus_wahlbergi,Hieraaetus_wahlbergi,
Hierococcyx_hyperythrus,Hierococcyx_hyperythrus,
Hierococcyx_nisicolor,Hierococcyx_nisicolor,
Hierococcyx_sparverioides,Hierococcyx_sparverioides,
Hierococcyx_varius,Hierococcyx_varius,
Himantopus_himantopus,Himantopus_himantopus,
Himantopus_leucocephalus,NA,not split yet
Himantopus_mexicanus,NA,not split yet
Hippolais_icterina,Hippolais_icterina,
Hippolais_languida,Hippolais_languida,
Hippolais_olivetorum,Hippolais_olivetorum,
Hippolais_polyglotta,Hippolais_polyglotta,
Hirundapus_caudacutus,Hirundapus_caudacutus,
Hirundapus_cochinchinensis,Hirundapus_cochinchinensis,
Hirundapus_giganteus,Hirundapus_giganteus,
Hirundinea_ferruginea,Hirundinea_ferruginea,
Hirundo_aethiopica,Hirundo_aethiopica,
Hirundo_albigularis,Hirundo_albigularis,
Hirundo_atrocaerulea,Hirundo_atrocaerulea,
Hirundo_dimidiata,Hirundo_dimidiata,
Hirundo_leucosoma,Hirundo_leucosoma,
Hirundo_neoxena,Hirundo_neoxena,
Hirundo_rustica,Hirundo_rustica,
Hirundo_smithii,Hirundo_smithii,
Histrionicus_histrionicus,Histrionicus_histrionicus,
Hodgsonius_phoenicuroides,Hodgsonius_phaenicuroides,
Horornis_borealis,Horornis_canturians,H.c.borealis is lumped in H.canturians by both HBW and BLI
Horornis_diphone,Horornis_diphone,
Horornis_flavolivaceus,Horornis_flavolivaceus,
Horornis_fortipes,Horornis_fortipes,
Houbaropsis_bengalensis,Houbaropsis_bengalensis,
Oceanodroma_castro,Hydrobates_castro,
Oceanodroma_furcata,Hydrobates_furcatus,
Oceanodroma_hornbyi,Hydrobates_hornbyi,
Oceanodroma_leucorhoa,Hydrobates_leucorhous,note spelling
Oceanodroma_markhami,Hydrobates_markhami,
Oceanodroma_matsudairae,Hydrobates_matsudairae,
Oceanodroma_melania,Hydrobates_melania,
Oceanodroma_microsoma,Hydrobates_microsoma,
Oceanodroma_monorhis,Hydrobates_monorhis,
Hydrobates_pelagicus,Hydrobates_pelagicus,
Oceanodroma_tethys,Hydrobates_tethys,
Oceanodroma_tristrami,Hydrobates_tristrami,
Hydrocoloeus_minutus,Hydrocoloeus_minutus,
Hydrophasianus_chirurgus,Hydrophasianus_chirurgus,
Hydroprogne_caspia,Hydroprogne_caspia,
Caprimulgus_maculicaudus,Hydropsalis_maculicaudus,
Hydropsalis_torquata,Hydropsalis_torquata,
Hylocichla_mustelina,Hylocichla_mustelina,
Hymenops_perspicillatus,Hymenops_perspicillatus,
Hypocolius_ampelinus,Hypocolius_ampelinus,
Gallirallus_philippensis,Hypotaenidia_philippensis,
Hypsipetes_amaurotis,Hypsipetes_amaurotis,
Hypsipetes_leucocephalus,Hypsipetes_leucocephalus,
Ibidorhyncha_struthersii,Ibidorhyncha_struthersii,
Icteria_virens,Icteria_virens,
Icterus_abeillei,Icterus_abeillei,
Icterus_bullockii,Icterus_bullockiorum,
Icterus_cucullatus,Icterus_cucullatus,
Icterus_fuertesi,Icterus_fuertesi,
Icterus_galbula,Icterus_galbula,
Icterus_parisorum,Icterus_parisorum,
Icterus_spurius,Icterus_spurius,
Icthyophaga_humilis,Icthyophaga_humilis,
Ictinia_mississippiensis,Ictinia_mississippiensis,
Ictinia_plumbea,Ictinia_plumbea,
Iduna_caligata,Iduna_caligata,
Iduna_opaca,Iduna_opaca,
Iduna_pallida,Iduna_pallida,
Iduna_rama,Iduna_rama,
Inezia_inornata,Inezia_inornata,
Irania_gutturalis,Irania_gutturalis,
Irediparra_gallinacea,Irediparra_gallinacea,
Ispidina_picta,Ispidina_picta,
Ixobrychus_cinnamomeus,Ixobrychus_cinnamomeus,
Ixobrychus_dubius,Ixobrychus_dubius,
Ixobrychus_eurhythmus,Ixobrychus_eurhythmus,
Ixobrychus_exilis,Ixobrychus_exilis,
Dupetor_flavicollis,Ixobrychus_flavicollis,
Ixobrychus_minutus,Ixobrychus_minutus,
Ixobrychus_sinensis,Ixobrychus_sinensis,
Ixobrychus_sturmii,Ixobrychus_sturmii,
Ixoreus_naevius,Ixoreus_naevius,
Junco_hyemalis,Junco_hyemalis,
Jynx_ruficollis,Jynx_ruficollis,
Jynx_torquilla,Jynx_torquilla,
Knipolegus_aterrimus,Knipolegus_aterrimus,
Knipolegus_cyanirostris,Knipolegus_cyanirostris,
Knipolegus_hudsoni,Knipolegus_hudsoni,
Lagopus_lagopus,Lagopus_lagopus,
Lagopus_muta,Lagopus_muta,
Coracina_melanoptera,Lalage_melanoptera,
Coracina_melaschistos,Lalage_melaschistos,
Lalage_tricolor,Lalage_tricolor,
Lampornis_clemenciae,Lampornis_clemenciae,
Lamprotornis_chalybaeus,Lamprotornis_chalybaeus,
Lamprotornis_shelleyi,Lamprotornis_shelleyi,
Lanius_bucephalus,Lanius_bucephalus,
Lanius_collurio,Lanius_collurio,
Lanius_collurioides,Lanius_collurioides,
Lanius_cristatus,Lanius_cristatus,
Lanius_excubitor,Lanius_excubitor,
Lanius_isabellinus,Lanius_isabellinus,
Lanius_ludovicianus,Lanius_ludovicianus,
Lanius_minor,Lanius_minor,
Lanius_nubicus,Lanius_nubicus,
Lanius_pallidirostris,NA,BLI and HBW consider L. e. pallidirostris a ssp of L. excubitor
Lanius_phoenicuroides,Lanius_phoenicuroides,
Lanius_schach,Lanius_schach,
Lanius_senator,Lanius_senator,
Lanius_sphenocercus,Lanius_sphenocercus,
Lanius_tephronotus,Lanius_tephronotus,
Lanius_tigrinus,Lanius_tigrinus,
Lanius_vittatus,Lanius_vittatus,
Larosterna_inca,Larosterna_inca,
Larus_argentatus,Larus_argentatus,
Larus_armenicus,Larus_armenicus,
Larus_atlanticus,Larus_atlanticus,
Leucophaeus_atricilla,Larus_atricilla,
Ichthyaetus_audouinii,Larus_audouinii,
Larus_belcheri,Larus_belcheri,
Chroicocephalus_brunnicephalus,Larus_brunnicephalus,
Chroicocephalus_bulleri,Larus_bulleri,
Larus_cachinnans,Larus_cachinnans,
Larus_californicus,Larus_californicus,
Larus_canus,Larus_canus,
Chroicocephalus_cirrocephalus,Larus_cirrocephalus,
Larus_crassirostris,Larus_crassirostris,
Larus_delawarensis,Larus_delawarensis,
Larus_dominicanus,Larus_dominicanus,
Larus_fuscus,Larus_fuscus,
Chroicocephalus_genei,Larus_genei,
Larus_glaucescens,Larus_glaucescens,
Larus_glaucoides,Larus_glaucoides,
Larus_heermanni,Larus_heermanni,
Ichthyaetus_hemprichii,Larus_hemprichii,
Larus_hyperboreus,Larus_hyperboreus,
Ichthyaetus_ichthyaetus,Larus_ichthyaetus,
Ichthyaetus_leucophthalmus,Larus_leucophthalmus,
Larus_livens,Larus_livens,
Chroicocephalus_maculipennis,Larus_maculipennis,
Larus_marinus,Larus_marinus,
Ichthyaetus_melanocephalus,Larus_melanocephalus,
Larus_michahellis,Larus_michahellis,
Leucophaeus_modestus,Larus_modestus,
Chroicocephalus_novaehollandiae,Larus_novaehollandiae,
Larus_occidentalis,Larus_occidentalis,
Chroicocephalus_philadelphia,Larus_philadelphia,
Leucophaeus_pipixcan,Larus_pipixcan,
Ichthyaetus_relictus,Larus_relictus,
Chroicocephalus_ridibundus,Larus_ridibundus,
Larus_schistisagus,Larus_schistisagus,
Leucophaeus_scoresbii,Larus_scoresbii,
Chroicocephalus_serranus,Larus_serranus,
Larus_smithsonianus,Larus_smithsonianus,
Larus_thayeri,Larus_glaucoides,HBW and BLI lump Thayers into Iceland Gull
Larus_vegae,Larus_smithsonianus,HBW and BLI lump Vega into Arctic Herring Gull
Luscinia_brunnea,Larvivora_brunnea,
Luscinia_cyane,Larvivora_cyane,
Luscinia_ruficeps,Larvivora_ruficeps,
Luscinia_sibilans,Larvivora_sibilans,
Laterallus_jamaicensis,Laterallus_jamaicensis,
Lathamus_discolor,Lathamus_discolor,
Lathrotriccus_euleri,Lathrotriccus_euleri,
Legatus_leucophaius,Legatus_leucophaius,
Leiothlypis_celata,Leiothlypis_celata,
Leiothlypis_crissalis,Leiothlypis_crissalis,
Leiothlypis_luciae,Leiothlypis_luciae,
Leiothlypis_peregrina,Leiothlypis_peregrina,
Leiothlypis_ruficapilla,Leiothlypis_ruficapilla,
Leiothlypis_virginiae,Leiothlypis_virginiae,
Leptasthenura_aegithaloides,Leptasthenura_aegithaloides,
Leptopoecile_sophiae,Leptopoecile_sophiae,
Leptoptilos_crumenifer,Leptoptilos_crumenifer,
Leptoptilos_dubius,Leptoptilos_dubius,
Leptoptilos_javanicus,Leptoptilos_javanicus,
Leptosittaca_branickii,Leptosittaca_branickii,
Lessonia_rufa,Lessonia_rufa,
Leucocarbo_bougainvillii,Leucocarbo_bougainvilliorum,
Phalacrocorax_magellanicus,Leucocarbo_magellanicus,
Grus_leucogeranus,Leucogeranus_leucogeranus,
Leucosticte_arctoa,Leucosticte_arctoa,
