eyres,BLI,Notes
Leucosticte_atrata,Leucosticte_atrata,
Leucosticte_brandti,Leucosticte_brandti,
Leucosticte_nemoricola,Leucosticte_nemoricola,
Leucosticte_tephrocotis,Leucosticte_tephrocotis,
Lewinia_pectoralis,Lewinia_pectoralis,
Limnodromus_griseus,Limnodromus_griseus,
Limnodromus_scolopaceus,Limnodromus_scolopaceus,
Limnodromus_semipalmatus,Limnodromus_semipalmatus,
Limnothlypis_swainsonii,Limnothlypis_swainsonii,
Limosa_fedoa,Limosa_fedoa,
Limosa_haemastica,Limosa_haemastica,
Limosa_lapponica,Limosa_lapponica,
Limosa_limosa,Limosa_limosa,
Carduelis_cannabina,Linaria_cannabina,
Carduelis_flavirostris,Linaria_flavirostris,
Lissotis_hartlaubii,Lissotis_hartlaubii,
Lissotis_melanogaster,Lissotis_melanogaster,
Locustella_amnicola,Locustella_amnicola,
Locustella_certhiola,Locustella_certhiola,
Locustella_davidi,Locustella_davidi,
Locustella_fasciolata,Locustella_fasciolata,
Locustella_fluviatilis,Locustella_fluviatilis,
Locustella_kashmirensis,Locustella_kashmirensis,
Locustella_lanceolata,Locustella_lanceolata,
Locustella_luscinioides,Locustella_luscinioides,
Locustella_luteoventris,Locustella_luteoventris,
Locustella_mandelli,Locustella_mandelli,
Locustella_naevia,Locustella_naevia,
Locustella_ochotensis,Locustella_ochotensis,
Locustella_pleskei,Locustella_pleskei,
Locustella_pryeri,Locustella_pryeri,
Locustella_tacsanowskia,Locustella_tacsanowskia,
Locustella_thoracica,Locustella_thoracica,
Lonchura_castaneothorax,Lonchura_castaneothorax,
Lonchura_flaviprymna,Lonchura_flaviprymna,
Lophodytes_cucullatus,Lophodytes_cucullatus,
Lophoictinia_isura,Lophoictinia_isura,
Lopholaimus_antarcticus,Lopholaimus_antarcticus,
Lophophanes_cristatus,Lophophanes_cristatus,
Loriculus_exilis,Loriculus_exilis,
Loriculus_galgulus,Loriculus_galgulus,
Loriculus_pusillus,Loriculus_pusillus,
Loriculus_stigmatus,Loriculus_stigmatus,
Loxia_curvirostra,Loxia_curvirostra,
Loxia_leucoptera,Loxia_leucoptera,
Loxia_pytyopsittacus,Loxia_pytyopsittacus,
Lullula_arborea,Lullula_arborea,
Luscinia_luscinia,Luscinia_luscinia,
Luscinia_megarhynchos,Luscinia_megarhynchos,
Luscinia_pectoralis,Calliope_pectoralis,"genus change, HBW and BLI use Calliope"
Lymnocryptes_minimus,Lymnocryptes_minimus,
Macgregoria_pulchra,Macgregoria_pulchra,
Macronectes_giganteus,Macronectes_giganteus,
Macronectes_halli,Macronectes_halli,
Macropygia_unchall,Macropygia_unchall,
Malacorhynchus_membranaceus,Malacorhynchus_membranaceus,
Anas_americana,Mareca_americana,
Anas_falcata,Mareca_falcata,
Anas_penelope,Mareca_penelope,
Anas_sibilatrix,Mareca_sibilatrix,
Anas_strepera,Mareca_strepera,
Marmaronetta_angustirostris,Marmaronetta_angustirostris,
Megaceryle_alcyon,Megaceryle_alcyon,
Megaceryle_torquata,Megaceryle_torquata,
Megadyptes_antipodes,Megadyptes_antipodes,
Megarynchus_pitangua,Megarynchus_pitangua,
Sigelus_silens,Melaenornis_silens,
Melanerpes_erythrocephalus,Melanerpes_erythrocephalus,
Melanerpes_lewis,Melanerpes_lewis,
Melanitta_americana,Melanitta_americana,
Melanitta_deglandi,Melanitta_deglandi,
Melanitta_fusca,Melanitta_fusca,
Melanitta_nigra,Melanitta_nigra,
Melanitta_perspicillata,Melanitta_perspicillata,
Melanocorypha_bimaculata,Melanocorypha_bimaculata,
Melanocorypha_calandra,Melanocorypha_calandra,
Melanocorypha_mongolica,Melanocorypha_mongolica,
Melanocorypha_yeltoniensis,Melanocorypha_yeltoniensis,
Melierax_canorus,Melierax_canorus,
Melithreptus_lunatus,Melithreptus_lunatus,
Melopsittacus_undulatus,Melopsittacus_undulatus,
Melospiza_georgiana,Melospiza_georgiana,
Melospiza_lincolnii,Melospiza_lincolnii,
Melospiza_melodia,Melospiza_melodia,
Mergellus_albellus,Mergellus_albellus,
Mergus_merganser,Mergus_merganser,
Mergus_serrator,Mergus_serrator,
Mergus_squamatus,Mergus_squamatus,
Merops_albicollis,Merops_albicollis,
Merops_apiaster,Merops_apiaster,
Merops_gularis,Merops_gularis,
Merops_hirundineus,Merops_hirundineus,
Merops_leschenaulti,Merops_leschenaulti,
Merops_malimbicus,Merops_malimbicus,
Merops_nubicoides,Merops_nubicoides,
Merops_nubicus,Merops_nubicus,
Merops_orientalis,Merops_orientalis,
Merops_ornatus,Merops_ornatus,
Merops_persicus,Merops_persicus,
Merops_philippinus,Merops_philippinus,
Merops_superciliosus,Merops_superciliosus,
Merops_viridis,Merops_viridis,
Metriopelia_melanoptera,Metriopelia_melanoptera,
Micrathene_whitneyi,Micrathene_whitneyi,
Microcarbo_niger,Microcarbo_niger,
Microcarbo_pygmeus,Microcarbo_pygmaeus,
Micropsitta_bruijnii,Micropsitta_bruijnii,
Milvus_migrans,Milvus_migrans,
Milvus_milvus,Milvus_milvus,
Mimus_patagonicus,Mimus_patagonicus,
Mimus_triurus,Mimus_triurus,
Mirafra_cantillans,Mirafra_javanica,
Mirafra_passerina,Mirafra_passerina,
Mirafra_pulpa,Mirafra_pulpa,
Mniotilta_varia,Mniotilta_varia,
Molothrus_aeneus,Molothrus_aeneus,
Molothrus_ater,Molothrus_ater,
Molothrus_bonariensis,Molothrus_bonariensis,
Monarcha_frater,Monarcha_frater,
Monarcha_melanopsis,Monarcha_melanopsis,
Monticola_cinclorhynchus,Monticola_cinclorhyncha,Eyres had a spelling mistake
Monticola_gularis,Monticola_gularis,
Monticola_rufiventris,Monticola_rufiventris,
Monticola_saxatilis,Monticola_saxatilis,
Monticola_solitarius,Monticola_solitarius,
Montifringilla_adamsi,Montifringilla_adamsi,
Morus_bassanus,Morus_bassanus,
Motacilla_alba,Motacilla_alba,
Motacilla_cinerea,Motacilla_cinerea,
Motacilla_citreola,Motacilla_citreola,
Motacilla_flava,Motacilla_flava,
Motacilla_grandis,Motacilla_grandis,
Motacilla_maderaspatensis,Motacilla_maderaspatensis,
Motacilla_tschutschensis,Motacilla_tschutschensis,
Muscicapa_dauurica,Muscicapa_dauurica,
Muscicapa_ferruginea,Muscicapa_ferruginea,
Muscicapa_gambagae,Muscicapa_gambagae,
Muscicapa_griseisticta,Muscicapa_griseisticta,
Muscicapa_muttui,Muscicapa_muttui,
Muscicapa_sibirica,Muscicapa_sibirica,
Muscicapa_striata,Muscicapa_striata,
Muscisaxicola_albilora,Muscisaxicola_albilora,
Muscisaxicola_capistratus,Muscisaxicola_capistratus,
Muscisaxicola_cinereus,Muscisaxicola_cinereus,
Muscisaxicola_flavinucha,Muscisaxicola_flavinucha,
Muscisaxicola_frontalis,Muscisaxicola_frontalis,
Muscisaxicola_maclovianus,Muscisaxicola_maclovianus,
Muscisaxicola_maculirostris,Muscisaxicola_maculirostris,
Myadestes_townsendi,Myadestes_townsendi,
Mycteria_americana,Mycteria_americana,
Mycteria_ibis,Mycteria_ibis,
Mycteria_leucocephala,Mycteria_leucocephala,
Myiagra_cyanoleuca,Myiagra_cyanoleuca,
Myiagra_inquieta,Myiagra_inquieta,
Myiagra_rubecula,Myiagra_rubecula,
Myiarchus_cinerascens,Myiarchus_cinerascens,
Myiarchus_crinitus,Myiarchus_crinitus,
Myiarchus_swainsoni,Myiarchus_swainsoni,
Myiarchus_tuberculifer,Myiarchus_tuberculifer,
Myiarchus_tyrannulus,Myiarchus_tyrannulus,
Myioborus_pictus,Myioborus_pictus,
Myiodynastes_luteiventris,Myiodynastes_luteiventris,
Myiodynastes_maculatus,Myiodynastes_maculatus,
Myiophobus_fasciatus,Myiophobus_fasciatus,
Myiozetetes_similis,Myiozetetes_similis,
Myophonus_caeruleus,Myophonus_caeruleus,
Myzomela_sanguinolenta,Myzomela_sanguinolenta,
Apus_salimalii,NA,subspecies of A. pacificus - not yet split by either HBW or BLI. Exclude this row
Bubulcus_coromandus,NA,"eastern cattle egret, currently lumped by HBW and BLI under B. ibis. Exclude"
Cecropis_striolata,NA,this is lumped in C. daurica in both BLI and HBW. Remove
Thalasseus_acuflavidus,NA,still lumped into T. sandvicensis
Phalacrocorax_auritus,Nannopterum_auritus,
Nectarinia_famosa,Nectarinia_famosa,
Nectarinia_kilimensis,Nectarinia_kilimensis,
Riparia_cincta,Neophedina_cincta,
Neophema_chrysogaster,Neophema_chrysogaster,
Neophema_chrysostoma,Neophema_chrysostoma,
Neophema_elegans,Neophema_elegans,
Neophema_splendida,Neophema_splendida,
Neophron_percnopterus,Neophron_percnopterus,
Neopsephotus_bourkii,Neopsephotus_bourkii,
Neotis_denhami,Neotis_denhami,
Neotis_ludwigii,Neotis_ludwigii,
Neoxolmis_rufiventris,Neoxolmis_rufiventris,
Nesofregetta_fuliginosa,Nesofregetta_fuliginosa,
Netta_peposaca,Netta_peposaca,
Netta_rufina,Netta_rufina,
Nettapus_coromandelianus,Nettapus_coromandelianus,
Niltava_davidi,Niltava_davidi,
Niltava_grandis,Niltava_grandis,
Niltava_macgrigoriae,Niltava_macgrigoriae,
Niltava_sundara,Niltava_sundara,
Niltava_vivida,Niltava_vivida,
Ninox_japonica,Ninox_japonica,
Nipponia_nippon,Nipponia_nippon,
Nisaetus_nipalensis,Nisaetus_nipalensis,
Numenius_americanus,Numenius_americanus,
Numenius_arquata,Numenius_arquata,
Numenius_madagascariensis,Numenius_madagascariensis,
Numenius_minutus,Numenius_minutus,
Numenius_phaeopus,Numenius_phaeopus,
Numenius_tahitiensis,Numenius_tahitiensis,
Numenius_tenuirostris,Numenius_tenuirostris,
Nyctanassa_violacea,Nyctanassa_violacea,
Nycticorax_caledonicus,Nycticorax_caledonicus,
Nycticorax_nycticorax,Nycticorax_nycticorax,
Nycticryphes_semicollaris,Nycticryphes_semicollaris,
Nymphicus_hollandicus,Nymphicus_hollandicus,
Oceanites_gracilis,Oceanites_gracilis,
Oceanites_oceanicus,Oceanites_oceanicus,
Oena_capensis,Oena_capensis,
Oenanthe_chrysopygia,Oenanthe_chrysopygia,
Oenanthe_cypriaca,Oenanthe_cypriaca,
Oenanthe_deserti,Oenanthe_deserti,
Oenanthe_finschii,Oenanthe_finschii,
Oenanthe_heuglini,Oenanthe_heuglinii,
Oenanthe_hispanica,Oenanthe_hispanica,
Oenanthe_isabellina,Oenanthe_isabellina,
Oenanthe_lugens,Oenanthe_lugens,
Oenanthe_oenanthe,Oenanthe_oenanthe,
Oenanthe_picata,Oenanthe_picata,
Oenanthe_pileata,Oenanthe_pileata,
Oenanthe_pleschanka,Oenanthe_pleschanka,
Oenanthe_xanthoprymna,Oenanthe_xanthoprymna,
Ognorhynchus_icterotis,Ognorhynchus_icterotis,
Onychoprion_aleuticus,Onychoprion_aleuticus,
Onychoprion_anaethetus,Onychoprion_anaethetus,
Onychoprion_fuscatus,Onychoprion_fuscatus,
Onychoprion_lunatus,Onychoprion_lunatus,
Oporornis_agilis,Oporornis_agilis,
Oreopholus_ruficollis,Oreopholus_ruficollis,
Oreoscoptes_montanus,Oreoscoptes_montanus,
Oriolus_auratus,Oriolus_auratus,
Oriolus_chinensis,Oriolus_chinensis,
Oriolus_kundoo,Oriolus_kundoo,
Oriolus_mellianus,Oriolus_mellianus,
Oriolus_oriolus,Oriolus_oriolus,
Oriolus_sagittatus,Oriolus_sagittatus,
Oriolus_tenuirostris,Oriolus_tenuirostris,
Oriolus_traillii,Oriolus_traillii,
Oriolus_xanthornus,Oriolus_xanthornus,
Ortyxelos_meiffrenii,Ortyxelos_meiffrenii,
Otis_tarda,Otis_tarda,
Otus_brucei,Otus_brucei,
Otus_scops,Otus_scops,
Otus_semitorques,Otus_semitorques,
Otus_sunia,Otus_sunia,
Oxyura_australis,Oxyura_australis,
Oxyura_jamaicensis,Oxyura_jamaicensis,
Oxyura_leucocephala,Oxyura_leucocephala,
Oxyura_vittata,Oxyura_vittata,
Pachycephala_rufiventris,Pachycephala_rufiventris,
Pachyptila_belcheri,Pachyptila_belcheri,
Pachyptila_crassirostris,Pachyptila_crassirostris,
Pachyptila_desolata,Pachyptila_desolata,
Pachyptila_salvini,Pachyptila_salvini,
Pachyptila_turtur,Pachyptila_turtur,
Pachyptila_vittata,Pachyptila_vittata,
Pachyramphus_aglaiae,Pachyramphus_aglaiae,
Pagodroma_nivea,Pagodroma_nivea,
Pagophila_eburnea,Pagophila_eburnea,
Pandion_haliaetus,Pandion_haliaetus,
Panurus_biarmicus,Panurus_biarmicus,
Periparus_venustulus,Pardaliparus_venustulus,
Pardalotus_punctatus,Pardalotus_punctatus,
Pardalotus_striatus,Pardalotus_striatus,
Parkesia_motacilla,Parkesia_motacilla,
Parkesia_noveboracensis,Parkesia_noveboracensis,
Parus_minor,NA,"Parus_major_minor, the Japanese ssp. Is partially migrant"
Passer_domesticus,Passer_domesticus,
Passer_eminibey,Passer_eminibey,
Passer_griseus,Passer_griseus,
Passer_hispaniolensis,Passer_hispaniolensis,
Passer_luteus,Passer_luteus,
Passer_moabiticus,Passer_moabiticus,
Passer_montanus,Passer_montanus,
Passer_motitensis,Passer_motitensis,
Passer_rutilans,Passer_cinnamomeus,P.c.rutilans is a ssp of P.cinnamomeus
Passer_swainsonii,Passer_swainsonii,
Ammodramus_bairdii,Passerculus_bairdii,
Ammodramus_henslowii,Passerculus_henslowii,
Passerculus_sandwichensis,Passerculus_sandwichensis,
Spizella_arborea,Passerella_arborea,
Passerella_iliaca,Passerella_iliaca,
Passerina_amoena,Passerina_amoena,
Passerina_caerulea,Passerina_caerulea,
Passerina_ciris,Passerina_ciris,
Passerina_cyanea,Passerina_cyanea,
Passerina_versicolor,Passerina_versicolor,
Pastor_roseus,Pastor_roseus,
Patagioenas_araucana,Patagioenas_araucana,
Patagioenas_fasciata,Patagioenas_fasciata,
Patagioenas_flavirostris,Patagioenas_flavirostris,
Patagona_gigas,Patagona_gigas,
Pelagodroma_marina,Pelagodroma_marina,
Pelecanoides_garnotii,Pelecanoides_garnotii,
Pelecanoides_urinatrix,Pelecanoides_urinatrix,
Pelecanus_conspicillatus,Pelecanus_conspicillatus,
Pelecanus_crispus,Pelecanus_crispus,
Pelecanus_erythrorhynchos,Pelecanus_erythrorhynchos,
Pelecanus_occidentalis,Pelecanus_occidentalis,
Pelecanus_onocrotalus,Pelecanus_onocrotalus,
Pelecanus_philippensis,Pelecanus_philippensis,
Pelecanus_rufescens,Pelecanus_rufescens,
Pelecanus_thagus,Pelecanus_thagus,
Peltohyas_australis,Peltohyas_australis,
Pericrocotus_cantonensis,Pericrocotus_cantonensis,
Pericrocotus_divaricatus,Pericrocotus_divaricatus,
Pericrocotus_ethologus,Pericrocotus_ethologus,
Pericrocotus_roseus,Pericrocotus_roseus,
Periparus_ater,Periparus_ater,
Pernis_apivorus,Pernis_apivorus,
Pernis_ptilorhynchus,Pernis_ptilorhynchus,
Petrochelidon_ariel,Petrochelidon_ariel,
Petrochelidon_fluvicola,Petrochelidon_fluvicola,
Petrochelidon_fulva,Petrochelidon_fulva,
Petrochelidon_nigricans,Petrochelidon_nigricans,
Petrochelidon_preussi,Petrochelidon_preussi,
Petrochelidon_pyrrhonota,Petrochelidon_pyrrhonota,
Petrochelidon_rufigula,Petrochelidon_rufigula,
Petrochelidon_spilodera,Petrochelidon_spilodera,
Petroica_goodenovii,Petroica_goodenovii,
Petroica_phoenicea,Petroica_phoenicea,
Petroica_rodinogaster,Petroica_rodinogaster,
Petroica_rosea,Petroica_rosea,
Petronia_petronia,Petronia_petronia,
Peucaea_aestivalis,Peucaea_aestivalis,
Peucaea_botterii,Peucaea_botterii,
Peucaea_cassinii,Peucaea_cassinii,
Phaeomyias_murina,Phaeomyias_murina,
Phaethon_aethereus,Phaethon_aethereus,
Phaethon_lepturus,Phaethon_lepturus,
Phaethon_rubricauda,Phaethon_rubricauda,
Phainopepla_nitens,Phainopepla_nitens,
Phalacrocorax_capillatus,Phalacrocorax_capillatus,
Phalacrocorax_carbo,Phalacrocorax_carbo,
Phalacrocorax_nigrogularis,Phalacrocorax_nigrogularis,
Phalacrocorax_sulcirostris,Phalacrocorax_sulcirostris,
Phalaenoptilus_nuttallii,Phalaenoptilus_nuttallii,
Phalaropus_fulicarius,Phalaropus_fulicarius,
Phalaropus_lobatus,Phalaropus_lobatus,
Milvago_chimango,Phalcoboenus_chimango,
Phaps_histrionica,Phaps_histrionica,
Phedina_borbonica,Phedina_borbonica,
Pheucticus_aureoventris,Pheucticus_aureoventris,
Pheucticus_chrysopeplus,Pheucticus_chrysopeplus,
Pheucticus_ludovicianus,Pheucticus_ludovicianus,
Pheucticus_melanocephalus,Pheucticus_melanocephalus,
Phibalura_flavirostris,Phibalura_flavirostris,
Philemon_citreogularis,Philemon_citreogularis,
Philemon_corniculatus,Philemon_corniculatus,
Phleocryptes_melanops,Phleocryptes_melanops,
Phoebastria_albatrus,Phoebastria_albatrus,
Phoebastria_immutabilis,Phoebastria_immutabilis,
Phoebastria_irrorata,Phoebastria_irrorata,
Phoebastria_nigripes,Phoebastria_nigripes,
Phoebetria_fusca,Phoebetria_fusca,
Phoebetria_palpebrata,Phoebetria_palpebrata,
Phoeniconaias_minor,Phoeniconaias_minor,
Phoenicoparrus_andinus,Phoenicoparrus_andinus,
Phoenicoparrus_jamesi,Phoenicoparrus_jamesi,
Phoenicopterus_chilensis,Phoenicopterus_chilensis,
Phoenicopterus_roseus,Phoenicopterus_roseus,
Phoenicopterus_ruber,Phoenicopterus_ruber,
Phoenicurus_alaschanicus,Phoenicurus_alaschanicus,
Phoenicurus_auroreus,Phoenicurus_auroreus,
Phoenicurus_coeruleocephala,Phoenicurus_coeruleocephala,
Phoenicurus_erythrogastrus,Phoenicurus_erythrogastrus,
Phoenicurus_erythronotus,Phoenicurus_erythronotus,
Phoenicurus_frontalis,Phoenicurus_frontalis,
Rhyacornis_fuliginosa,Phoenicurus_fuliginosus,
Phoenicurus_hodgsoni,Phoenicurus_hodgsoni,
Chaimarrornis_leucocephalus,Phoenicurus_leucocephalus,
Phoenicurus_moussieri,Phoenicurus_moussieri,
Phoenicurus_ochruros,Phoenicurus_ochruros,
Phoenicurus_phoenicurus,Phoenicurus_phoenicurus,
Phoenicurus_schisticeps,Phoenicurus_schisticeps,
Phrygilus_gayi,Phrygilus_gayi,
Phrygilus_patagonicus,Phrygilus_patagonicus,
Phyllergates_cuculatus,Phyllergates_cucullatus,
Phylloscopus_affinis,Phylloscopus_affinis,
Phylloscopus_armandii,Phylloscopus_armandii,
Phylloscopus_bonelli,Phylloscopus_bonelli,
Phylloscopus_borealis,Phylloscopus_borealis,
Phylloscopus_borealoides,Phylloscopus_borealoides,
Seicercus_burkii,Phylloscopus_burkii,
Phylloscopus_cantator,Phylloscopus_cantator,
Seicercus_castaniceps,Phylloscopus_castaniceps,
Phylloscopus_chloronotus,Phylloscopus_chloronotus,
Phylloscopus_claudiae,Phylloscopus_claudiae,
Phylloscopus_collybita,Phylloscopus_collybita,
Phylloscopus_coronatus,Phylloscopus_coronatus,
Phylloscopus_emeiensis,Phylloscopus_emeiensis,
Phylloscopus_examinandus,Phylloscopus_examinandus,
Phylloscopus_forresti,Phylloscopus_forresti,
Phylloscopus_fuligiventer,Phylloscopus_fuligiventer,
Phylloscopus_fuscatus,Phylloscopus_fuscatus,
Phylloscopus_goodsoni,Phylloscopus_goodsoni,
Phylloscopus_griseolus,Phylloscopus_griseolus,
Phylloscopus_humei,Phylloscopus_humei,
Phylloscopus_ibericus,Phylloscopus_ibericus,
Phylloscopus_ijimae,Phylloscopus_ijimae,
Phylloscopus_inornatus,Phylloscopus_inornatus,
Phylloscopus_davisoni,Phylloscopus_intensior,
Seicercus_affinis,Phylloscopus_intermedius,
Phylloscopus_kansuensis,Phylloscopus_kansuensis,
Phylloscopus_magnirostris,Phylloscopus_magnirostris,
Phylloscopus_neglectus,Phylloscopus_neglectus,
Phylloscopus_nitidus,Phylloscopus_nitidus,
Phylloscopus_occipitalis,Phylloscopus_occipitalis,
Phylloscopus_occisinensis,NA,BLI and HBW lump this into P. affinis
Phylloscopus_ogilviegranti,Phylloscopus_ogilviegranti,
Seicercus_omeiensis,Phylloscopus_omeiensis,
Phylloscopus_orientalis,Phylloscopus_orientalis,
Phylloscopus_plumbeitarsus,Phylloscopus_plumbeitarsus,
Seicercus_poliogenys,Phylloscopus_poliogenys,
Phylloscopus_proregulus,Phylloscopus_proregulus,
Phylloscopus_pulcher,Phylloscopus_pulcher,
Phylloscopus_reguloides,Phylloscopus_reguloides,
Phylloscopus_ricketti,Phylloscopus_ricketti,
Phylloscopus_schwarzi,Phylloscopus_schwarzi,
Phylloscopus_sibilatrix,Phylloscopus_sibilatrix,
Phylloscopus_sindianus,Phylloscopus_sindianus,
Seicercus_soror,Phylloscopus_soror,
Phylloscopus_subaffinis,Phylloscopus_subaffinis,
Phylloscopus_subviridis,Phylloscopus_subviridis,
Phylloscopus_tenellipes,Phylloscopus_tenellipes,
Seicercus_tephrocephalus,Phylloscopus_tephrocephalus,
Phylloscopus_trochiloides,Phylloscopus_trochiloides,
Phylloscopus_trochilus,Phylloscopus_trochilus,
Phylloscopus_tytleri,Phylloscopus_tytleri,
Seicercus_valentini,Phylloscopus_valentini,
Seicercus_whistleri,Phylloscopus_whistleri,
Phylloscopus_xanthodryas,Phylloscopus_xanthodryas,
Phylloscopus_xanthoschistos,Phylloscopus_xanthoschistos,
Phylloscopus_yunnanensis,Phylloscopus_yunnanensis,
Phytotoma_rara,Phytotoma_rara,
Phytotoma_rutila,Phytotoma_rutila,
Picoides_arcticus,Picoides_arcticus,
Picoides_dorsalis,NA,HBW and BLI lump Euro (P. tridactylus) and N.American (P. dorsalis)
Picoides_tridactylus,Picoides_tridactylus,
Pinarocorys_erythropygia,Pinarocorys_erythropygia,
Pinarocorys_nigricans,Pinarocorys_nigricans,
Pinicola_enucleator,Pinicola_enucleator,
Pionus_chalcopterus,Pionus_chalcopterus,
Pionus_seniloides,Pionus_seniloides,
Pionus_tumultuosus,Pionus_tumultuosus,
Pipilo_chlorurus,Pipilo_chlorurus,
Pipilo_erythrophthalmus,Pipilo_erythrophthalmus,
Pipilo_maculatus,Pipilo_maculatus,
Piranga_flava,Piranga_flava,
Piranga_hepatica,Piranga_hepatica,
Piranga_ludoviciana,Piranga_ludoviciana,
Piranga_olivacea,Piranga_olivacea,
Piranga_rubra,Piranga_rubra,
Pitta_angolensis,Pitta_angolensis,
Pitta_brachyura,Pitta_brachyura,
Pitta_moluccensis,Pitta_moluccensis,
Pitta_nympha,Pitta_nympha,
Pitta_sordida,Pitta_sordida,
Pitta_versicolor,Pitta_versicolor,
Platalea_ajaja,Platalea_ajaja,
Platalea_alba,Platalea_alba,
Platalea_flavipes,Platalea_flavipes,
Platalea_leucorodia,Platalea_leucorodia,
Platalea_minor,Platalea_minor,
Platalea_regia,Platalea_regia,
Plectrophenax_hyperboreus,Plectrophenax_hyperboreus,
Plectrophenax_nivalis,Plectrophenax_nivalis,
Plectropterus_gambensis,Plectropterus_gambensis,
Plegadis_chihi,Plegadis_chihi,
Plegadis_falcinellus,Plegadis_falcinellus,
Ploceus_badius,Ploceus_badius,
Ploceus_rubiginosus,Ploceus_rubiginosus,
Ploceus_vitellinus,Ploceus_vitellinus,
Ploceus_weynsi,Ploceus_weynsi,
Pluvialis_apricaria,Pluvialis_apricaria,
Pluvialis_dominica,Pluvialis_dominica,
Pluvialis_fulva,Pluvialis_fulva,
Pluvialis_squatarola,Pluvialis_squatarola,
Pluvianellus_socialis,Pluvianellus_socialis,
Pluvianus_aegyptius,Pluvianus_aegyptius,
Podiceps_auritus,Podiceps_auritus,
Podiceps_cristatus,Podiceps_cristatus,
Podiceps_gallardoi,Podiceps_gallardoi,
Podiceps_grisegena,Podiceps_grisegena,
Podiceps_major,Podiceps_major,
Podiceps_nigricollis,Podiceps_nigricollis,
Podiceps_occipitalis,Podiceps_occipitalis,
Podilymbus_podiceps,Podilymbus_podiceps,
Poecile_montanus,Poecile_montanus,
Poeoptera_kenricki,Poeoptera_kenricki,
Poicephalus_senegalus,Poicephalus_senegalus,
Poliocephalus_poliocephalus,Poliocephalus_poliocephalus,
Polioptila_caerulea,Polioptila_caerulea,
Polysticta_stelleri,Polysticta_stelleri,
Polystictus_pectoralis,Polystictus_pectoralis,
Polytelis_alexandrae,Polytelis_alexandrae,
Polytelis_anthopeplus,Polytelis_anthopeplus,
Polytelis_swainsonii,Polytelis_swainsonii,
Pooecetes_gramineus,Pooecetes_gramineus,
Poospiza_ornata,Poospiza_ornata,
Poospiza_torquata,Microspingus_torquatus,"Genus change, HBW and BLI use Microspingus"
Porphyrio_alleni,Porphyrio_alleni,
Porphyrio_flavirostris,Porphyrio_flavirostris,
Porphyrio_martinicus,Porphyrio_martinicus,
Porzana_carolina,Porzana_carolina,
Porzana_porzana,Porzana_porzana,
Carpodacus_nipalensis,Procarduelis_nipalensis,
Procellaria_aequinoctialis,Procellaria_aequinoctialis,
Procellaria_cinerea,Procellaria_cinerea,
Procellaria_conspicillata,Procellaria_conspicillata,
Procellaria_parkinsoni,Procellaria_parkinsoni,
Procellaria_westlandica,Procellaria_westlandica,
Procnias_tricarunculatus,Procnias_tricarunculatus,
Progne_chalybea,Progne_chalybea,
Progne_cryptoleuca,Progne_cryptoleuca,
Progne_dominicensis,Progne_dominicensis,
Progne_elegans,Progne_elegans,
Progne_sinaloae,Progne_sinaloae,
Progne_subis,Progne_subis,
Progne_tapera,Progne_tapera,
Protonotaria_citrea,Protonotaria_citrea,
Prunella_atrogularis,Prunella_atrogularis,
Prunella_collaris,Prunella_collaris,
Prunella_himalayana,Prunella_himalayana,
Prunella_immaculata,Prunella_immaculata,
Prunella_modularis,Prunella_modularis,
Prunella_montanella,Prunella_montanella,
Prunella_ocularis,Prunella_ocularis,
Prunella_rubida,Prunella_rubida,
